title	queer?	yes/all	%	tags	url
A Girl Called Lapin 	No	128/462	27.705627705627705	"#funny,#comedy,#sexy,#bunny,#naughty,#funny,#comedy,#sexy,#bunny,#naughty,slice of life,slice of life,slice of life,"	"https://tapas.io/series/A-Girl-Called-Lapin"
The E.N.D 	No	128/463	27.645788336933048	"#cute,#comic,#life,#chibi,#comedy,#sisters,#shortcomic,#wholesome,#artstyle,#shortstory,#cute,#comic,#life,#chibi,#comedy,#sisters,#shortcomic,#wholesome,#artstyle,#shortstory,slice of life,slice of life,slice of life,"	"https://tapas.io/series/theendcomic"
Walking On Water 	No	128/464	27.586206896551722	"fantasy,fantasy,fantasy,"	"https://tapas.io/series/Walking-On-Water"
Relatable Thingy  	No	128/465	27.526881720430108	"#comedy_,#funny_,#relatable_thingy_,#relatable_comic_,#comedy_,#funny_,#relatable_thingy_,#relatable_comic_,comedy,comedy,drama,slice of life,comedy,drama,slice of life,"	"https://tapas.io/series/Relatable_Thingy"
The more you HATE. The more you LOVE 	YESSSSS	129/466	27.682403433476395	"bl,bl,romance,comedy,bl,romance,comedy,"	"https://tapas.io/series/The-more-you-HATE-The-more-you-LOVE"
El elegido por Dios  	No	129/467	27.62312633832976	"fantasy,fantasy,action,fantasy,action,"	"https://tapas.io/series/El-elegido-por-Dios-"
Inseparable  	No	129/468	27.564102564102566	"#love,#romance,#lovestory,#sliceoflife,#inspirational,#inseparable,#love,#romance,#lovestory,#sliceoflife,#inspirational,#inseparable,slice of life,slice of life,romance,drama,slice of life,romance,drama,"	"https://tapas.io/series/Inseparable-"
Seriously-Man? 	No	129/469	27.505330490405118	"#action,#funny,#comedy,#superhero,#action,#funny,#comedy,#superhero,comedy,comedy,action,comedy,action,"	"https://tapas.io/series/Seriously-Man"
Worldview 	No	129/470	27.4468085106383	"#finch,#worldview,#wv,#fondu,#finch,#worldview,#wv,#fondu,slice of life,slice of life,mystery,fantasy,slice of life,mystery,fantasy,"	"https://tapas.io/series/Worldview"
The End of the Line (Class_Wizard) 	No	129/471	27.388535031847134	"#romance,#ghosts,#mystery,#murder,#spirits,#romance,#ghosts,#mystery,#murder,#spirits,mystery,mystery,horror,fantasy,mystery,horror,fantasy,"	"https://tapas.io/series/The-End-of-the-Line-Class_Wizard"
Shya and the Relics 	YESSSSS	130/472	27.54237288135593	"fantasy,fantasy,horror,lgbtq+,fantasy,horror,lgbtq+,"	"https://tapas.io/series/Shya-and-the-Relics"
Midnight Blue 	No	130/473	27.48414376321353	"slice of life,slice of life,slice of life,"	"https://tapas.io/series/Midnight-Blue"
Project: X-45 	No	130/474	27.42616033755274	"action,action,comedy,science fiction,action,comedy,science fiction,"	"https://tapas.io/series/Project_X-45"
Take 	YESSSSS	131/475	27.57894736842105	"#yaoi,#hentai,#ptbr,#lgbt_,#boyslove_,#hardkawaii_,#yaoi,#hentai,#ptbr,#lgbt_,#boyslove_,#hardkawaii_,bl,bl,lgbtq+,comedy,bl,lgbtq+,comedy,"	"https://tapas.io/series/Take"
The birth of a witch 	No	131/476	27.521008403361346	"#magic,#mistery,#dark,#witch,#littlegirl,#witchcraft,#wicca,#magic,#mistery,#dark,#witch,#littlegirl,#witchcraft,#wicca,fantasy,fantasy,mystery,science fiction,fantasy,mystery,science fiction,"	"https://tapas.io/series/The-birth-of-a-witch"
Five Nights At Freddy's Nightwatch 	YESSSSS	132/477	27.67295597484277	"#gay,#fnaf,#gay,#fnaf,horror,horror,horror,"	"https://tapas.io/series/FNaF-Nightwatch"
Dangerous Love (BL) 	YESSSSS	133/478	27.824267782426777	"#love,#romance,#bl,#boys_love,#slice_of_life,#love,#romance,#bl,#boys_love,#slice_of_life,bl,bl,romance,bl,romance,"	"https://tapas.io/series/Dangerous-Love-BL"
The Strange And Unusual Exstellarverse 	No	133/479	27.766179540709814	"#anime,#space,#cartoon,#furry,#kemono,#slice_of_life,#kidcore,#exstellarverse,#hashtagrelatable,#anime,#space,#cartoon,#furry,#kemono,#slice_of_life,#kidcore,#exstellarverse,#hashtagrelatable,slice of life,slice of life,gaming,comedy,slice of life,gaming,comedy,"	"https://tapas.io/series/Exstellarverse"
Blue and Yellow 	No	133/480	27.708333333333336	"slice of life,slice of life,comedy,slice of life,comedy,"	"https://tapas.io/series/blueandyellowcomic"
Missing Souls 	YESSSSS	134/481	27.85862785862786	"horror,horror,lgbtq+,fantasy,horror,lgbtq+,fantasy,"	"https://tapas.io/series/missing-souls"
Toll Of Magic 	No	134/482	27.800829875518673	"fantasy,fantasy,action,mystery,fantasy,action,mystery,"	"https://tapas.io/series/Toll-Of-Magic"
Jason's Last Life AU 	No	134/483	27.74327122153209	"#minecraft,#au,#last_life,#minecraft,#au,#last_life,gaming,gaming,comedy,fantasy,gaming,comedy,fantasy,"	"https://tapas.io/series/Jasons-Last-Life-AU"
Une Couronne de Pissenlits 	YESSSSS	135/484	27.892561983471076	"#french,#bl,#social,#tranche_de_fil,#french,#bl,#social,#tranche_de_fil,bl,bl,lgbtq+,slice of life,bl,lgbtq+,slice of life,"	"https://tapas.io/series/Une-Couronne-de-Pissenlits"
Five Times (PTBR) 	YESSSSS	136/485	28.04123711340206	"#romance,#slow_burn,#ptbr,#slice_of_life,#assexualidade,#romance,#slow_burn,#ptbr,#slice_of_life,#assexualidade,romance,romance,lgbtq+,slice of life,romance,lgbtq+,slice of life,"	"https://tapas.io/series/Five-Times-PTBR"
Idlewood Asylum 	YESSSSS	137/486	28.189300411522634	"#fun,#horror,#monsters,#creepy,#lgbt,#halloween,#fun,#horror,#monsters,#creepy,#lgbt,#halloween,horror,horror,lgbtq+,comedy,horror,lgbtq+,comedy,"	"https://tapas.io/series/IdlewoodAsylum"
We Are Scientists 	YESSSSS	138/487	28.336755646817245	"comedy,comedy,bl,slice of life,comedy,bl,slice of life,"	"https://tapas.io/series/We-Are-Scientists"
Comet 	No	138/488	28.278688524590162	"action,action,fantasy,science fiction,action,fantasy,science fiction,"	"https://tapas.io/series/Comet_Novic"
Kitty Corner 	No	138/489	28.22085889570552	"#romance,#drama,#ghosts,#horror,#mystery,#crime,#supernatural,#romance,#drama,#ghosts,#horror,#mystery,#crime,#supernatural,horror,horror,romance,mystery,horror,romance,mystery,"	"https://tapas.io/series/Kitty-Corner"
THE HUNT (2019) 	No	138/490	28.163265306122447	"fantasy,fantasy,fantasy,"	"https://tapas.io/series/THE-HUNT-2019"
Curlheads II: “Rumble” 	No	138/491	28.105906313645622	"slice of life,slice of life,action,mystery,slice of life,action,mystery,"	"https://tapas.io/series/Curlheads-II"
THE THORN IN YOUR SIDE 	No	138/492	28.04878048780488	"fantasy,fantasy,fantasy,"	"https://tapas.io/series/THE-THORN-IN-YOUR-SIDE"
Bout 	No	138/493	27.99188640973631	"#fantasy,#anthro,#sanky,#fantasy,#anthro,#sanky,fantasy,fantasy,action,comedy,fantasy,action,comedy,"	"https://tapas.io/series/Bout"
Overture: Beginnings 	YESSSSS	139/494	28.13765182186235	"fantasy,fantasy,action,lgbtq+,fantasy,action,lgbtq+,"	"https://tapas.io/series/Overture-Beginnings"
Ponto e Vírgula 	YESSSSS	140/495	28.28282828282828	"#romance,#drama,#comedy,#bl,#boys_love,#brasil,#lgbtqia,#br,#slice_of_life,#romance,#drama,#comedy,#bl,#boys_love,#brasil,#lgbtqia,#br,#slice_of_life,romance,romance,bl,drama,romance,bl,drama,"	"https://tapas.io/series/Ponto-e-Virgula"
Lost To Time 	YESSSSS	141/496	28.42741935483871	"mystery,mystery,lgbtq+,mystery,lgbtq+,"	"https://tapas.io/series/Lost-To-Time"
Stuck with You (GL) 	YESSSSS	142/497	28.57142857142857	"romance,romance,gl,slice of life,romance,gl,slice of life,"	"https://tapas.io/series/Stuck-with-You-GL"
Different stories  	No	142/498	28.514056224899598	"slice of life,slice of life,slice of life,"	"https://tapas.io/series/Different-stories-"
As Aventuras Do Gringuito 	YESSSSS	143/499	28.65731462925852	"comedy,comedy,bl,slice of life,comedy,bl,slice of life,"	"https://tapas.io/series/As-Aventuras-Do-Gringuito"
Cabaret 	No	143/500	28.599999999999998	"romance,romance,drama,romance,drama,"	"https://tapas.io/series/Cabaret"
Something Rotten 	YESSSSS	144/501	28.74251497005988	"#action,#fantasy,#scifi,#tech,#lgbt,#action,#fantasy,#scifi,#tech,#lgbt,science fiction,science fiction,action,fantasy,science fiction,action,fantasy,"	"https://tapas.io/series/Something-Rotten"
Cancelled for Maintenance 	No	144/502	28.68525896414343	"#aviation,#whatever_it_takes,#aircraft_maintenance,#amt,#keep_em_flying,#aircraft_mechanic,#aircraft_maintenance_engineer,#fixed_or_flying,#aviation_comedy,#aviation_slice_of_life,#aviation,#whatever_it_takes,#aircraft_maintenance,#amt,#keep_em_flying,#aircraft_mechanic,#aircraft_maintenance_engineer,#fixed_or_flying,#aviation_comedy,#aviation_slice_of_life,slice of life,slice of life,drama,comedy,slice of life,drama,comedy,"	"https://tapas.io/series/CXMXcomics"
Take The L 	YESSSSS	145/503	28.82703777335984	"comedy,comedy,bl,slice of life,comedy,bl,slice of life,"	"https://tapas.io/series/Take-the-L"
BillDip Chronicles 	YESSSSS	146/504	28.968253968253972	"#gay,#funny,#crack,#lgbtq,#skits,#gravity_falls,#gay,#funny,#crack,#lgbtq,#skits,#gravity_falls,comedy,comedy,comedy,"	"https://tapas.io/series/BillDip-Chronicles"
Seven Hours Apart 	YESSSSS	147/505	29.108910891089106	"#friends,#dramatic,#family,#bl,#dreaming,#daily_life,#school_life,#growing_up,#funny_characters,#beautiful_scenes,#friends,#dramatic,#family,#bl,#dreaming,#daily_life,#school_life,#growing_up,#funny_characters,#beautiful_scenes,romance,romance,lgbtq+,slice of life,romance,lgbtq+,slice of life,"	"https://tapas.io/series/Seven-Hours-Apart"
Five Times 	YESSSSS	148/506	29.249011857707508	"#romance,#bl,#lgbt,#slow_burn,#assexuality,#slice_of_life,#romance,#bl,#lgbt,#slow_burn,#assexuality,#slice_of_life,romance,romance,lgbtq+,slice of life,romance,lgbtq+,slice of life,"	"https://tapas.io/series/Five-Times"
Tale of a Dreamon 	YESSSSS	149/507	29.388560157790927	"#monster,#demon,#supernatural,#spider,#dream_smp,#dreamsmp,#demonposession,#monster,#demon,#supernatural,#spider,#dream_smp,#dreamsmp,#demonposession,fantasy,fantasy,lgbtq+,fantasy,lgbtq+,"	"https://tapas.io/series/Tale-of-a-Dreamon"
Stuffs and more 	YESSSSS	150/508	29.527559055118108	"comedy,comedy,lgbtq+,slice of life,comedy,lgbtq+,slice of life,"	"https://tapas.io/series/Stuffs-and-more"
JOHN F and the leader of vampires 	YESSSSS	151/509	29.66601178781925	"#action,#drama,#mistery,#lgbtq,#action,#drama,#mistery,#lgbtq,drama,drama,action,lgbtq+,drama,action,lgbtq+,"	"https://tapas.io/series/JOHN-F-and-the-leader-of-vampires"
Compilation Of Horror 	No	151/510	29.607843137254903	"#story,#horror,#gothic,#ghost,#spirits,#syfy,#digitalart,#clipstudiopaint,#fantasyart,#jeffreyhuntart,#story,#horror,#gothic,#ghost,#spirits,#syfy,#digitalart,#clipstudiopaint,#fantasyart,#jeffreyhuntart,horror,horror,fantasy,science fiction,horror,fantasy,science fiction,"	"https://tapas.io/series/Compilation-Of-Horror"
Coraline 2 	No	151/511	29.549902152641877	"horror,horror,drama,fantasy,horror,drama,fantasy,"	"https://tapas.io/series/Coraline-2"
Vaesen - an RPG adventure 	No	151/512	29.4921875	"#fantasy,#rpg,#19th_century,#roleplay,#swedish_lore,#fantasy,#rpg,#19th_century,#roleplay,#swedish_lore,fantasy,fantasy,mystery,comedy,fantasy,mystery,comedy,"	"https://tapas.io/series/Vaesen---an-RPG-adventure"
Song of Kali 	No	151/513	29.434697855750485	"#action,#run,#song,#future,#india,#calcutta,#kali,#sci_fi,#action,#run,#song,#future,#india,#calcutta,#kali,#sci_fi,science fiction,science fiction,action,mystery,science fiction,action,mystery,"	"https://tapas.io/series/Song-of-Kali"
Prince Akihiko 	No	151/514	29.377431906614788	"#princess,#prince,#princess,#prince,fantasy,fantasy,action,science fiction,fantasy,action,science fiction,"	"https://tapas.io/series/Prince-Akihiko"
Farewell on Fifth Street 	YESSSSS	152/515	29.514563106796114	"#romance,#drama,#crime,#historical,#lgbt,#gangster,#mafia,#gl,#sapphic,#wlw,#romance,#drama,#crime,#historical,#lgbt,#gangster,#mafia,#gl,#sapphic,#wlw,gl,gl,romance,drama,gl,romance,drama,"	"https://tapas.io/series/farewellonfifthstreet"
Mr.ice cream isn't melting 	No	152/516	29.457364341085274	"fantasy,fantasy,action,comedy,fantasy,action,comedy,"	"https://tapas.io/series/Mrice-cream-isnt-melting"
Welcome to Bakersfield 	No	152/517	29.40038684719536	"mystery,mystery,horror,mystery,horror,"	"https://tapas.io/series/Welcome-to-Bakersfield"
The library where books fly 	No	152/518	29.343629343629345	"#adventure,#magic,#adventure,#magic,fantasy,fantasy,slice of life,comedy,fantasy,slice of life,comedy,"	"https://tapas.io/series/The-library-where-books-fly"
Paisley the Pixie 	No	152/519	29.28709055876686	"#fantasy,#comedy,#family,#pixie,#fantasy,#comedy,#family,#pixie,comedy,comedy,fantasy,comedy,fantasy,"	"https://tapas.io/series/Paisley-the-Pixie"
Arthur e Alisson: Precisamos falar sobre o bullying  	No	152/520	29.230769230769234	"slice of life,slice of life,drama,slice of life,drama,"	"https://tapas.io/series/Arthur-e-Alisson-Precisamos-falar-sobre-o-bullying-"
Birds in Cages 	YESSSSS	153/521	29.366602687140116	"#magic,#fantasy,#angel,#demon,#wings,#forbidden_love,#magic,#fantasy,#angel,#demon,#wings,#forbidden_love,lgbtq+,lgbtq+,romance,fantasy,lgbtq+,romance,fantasy,"	"https://tapas.io/series/birdsincages"
Thistledown 	YESSSSS	154/522	29.50191570881226	"fantasy,fantasy,drama,lgbtq+,fantasy,drama,lgbtq+,"	"https://tapas.io/series/Thistledown"
Life and cat and monsters 	No	154/523	29.44550669216061	"#demons,#monsters,#cat,#autobiography,#tentacles,#slice_of_life,#cat_life,#daily_drama,#tentacle_monsters,#my_demons,#demons,#monsters,#cat,#autobiography,#tentacles,#slice_of_life,#cat_life,#daily_drama,#tentacle_monsters,#my_demons,slice of life,slice of life,comedy,slice of life,comedy,"	"https://tapas.io/series/Life-and-cat-and-monsters"
One Eyed Meals 	No	154/524	29.389312977099237	"#funny,#comedy,#monsters,#food,#cyclops,#slice_of_life,#restaurant_,#sit_com,#fantasy_slice_of_life_,#mythological_creatures_,#funny,#comedy,#monsters,#food,#cyclops,#slice_of_life,#restaurant_,#sit_com,#fantasy_slice_of_life_,#mythological_creatures_,slice of life,slice of life,comedy,fantasy,slice of life,comedy,fantasy,"	"https://tapas.io/series/One-Eyed-Meals"
The Medic 	No	154/525	29.333333333333332	"drama,drama,mystery,fantasy,drama,mystery,fantasy,"	"https://tapas.io/series/The-Medic"
Nameless 	No	154/526	29.277566539923956	"#adventure,#fairy_tales,#adventure,#fairy_tales,fantasy,fantasy,fantasy,"	"https://tapas.io/series/Namelesstale"
combus magi 	No	154/527	29.22201138519924	"#magic,#shounen,#medieval,#mystery,#dark,#journey,#mages,#magic,#shounen,#medieval,#mystery,#dark,#journey,#mages,fantasy,fantasy,mystery,comedy,fantasy,mystery,comedy,"	"https://tapas.io/series/combus-magi"
The One Wish  	YESSSSS	155/528	29.35606060606061	"fantasy,fantasy,drama,lgbtq+,fantasy,drama,lgbtq+,"	"https://tapas.io/series/The-One-Wish-"
THINK TWICE (BL) 	YESSSSS	156/529	29.489603024574667	"#cute,#romance,#bl,#fluffy,#lgbtq,#highschool,#gl,#bestfriends,#comingofage,#friends_to_lovers,#cute,#romance,#bl,#fluffy,#lgbtq,#highschool,#gl,#bestfriends,#comingofage,#friends_to_lovers,romance,romance,bl,slice of life,romance,bl,slice of life,"	"https://tapas.io/series/THINK-TWICE-BL"
CRASHING WAVES! 	YESSSSS	157/530	29.62264150943396	"#fantasy,#romance,#friendship,#lgbtq,#fantasy,#romance,#friendship,#lgbtq,fantasy,fantasy,romance,lgbtq+,fantasy,romance,lgbtq+,"	"https://tapas.io/series/CRASHING-WAVES"
mantis and troy the drawn by ai and internet  	YESSSSS	158/531	29.75517890772128	"#ai,#super_hero,#hero_forge,#alternet_history,#ai,#super_hero,#hero_forge,#alternet_history,lgbtq+,lgbtq+,science fiction,lgbtq+,science fiction,"	"https://tapas.io/series/mantis-and-troy-the-drawn-by-ai-and-internet-"
the tales of the morningstar 	YESSSSS	159/532	29.887218045112785	"action,action,bl,drama,action,bl,drama,"	"https://tapas.io/series/the-tales-of-the-morningstar"
Warriors of Badassia 	No	159/533	29.831144465290805	"action,action,fantasy,science fiction,action,fantasy,science fiction,"	"https://tapas.io/series/warriorsofbadassia"
Stickheroes: Origins 	No	159/534	29.775280898876407	"#comics,#action,#manga,#drama,#webcomic,#stickman,#fighting,#science_fiction,#does_anyone_actually_read_these,#stickheroes,#comics,#action,#manga,#drama,#webcomic,#stickman,#fighting,#science_fiction,#does_anyone_actually_read_these,#stickheroes,action,action,drama,science fiction,action,drama,science fiction,"	"https://tapas.io/series/Stickheroes-Origins"
Reverie Making Wishes 	No	159/535	29.719626168224302	"#magic,#unicorn,#reverie,#magic,#unicorn,#reverie,fantasy,fantasy,slice of life,fantasy,slice of life,"	"https://tapas.io/series/ReverieMakingWishes"
Spawn's Mess 	No	159/536	29.66417910447761	"#cute,#funny,#silly,#cat,#cute,#funny,#silly,#cat,comedy,comedy,slice of life,fantasy,comedy,slice of life,fantasy,"	"https://tapas.io/series/SpawnsMess"
Clemency Snapshots 	YESSSSS	160/537	29.7951582867784	"#space,#heroes,#superpowers,#space,#heroes,#superpowers,fantasy,fantasy,romance,lgbtq+,fantasy,romance,lgbtq+,"	"https://tapas.io/series/Clemency-Snapshots"
crossover 	YESSSSS	161/538	29.92565055762082	"bl,bl,gl,lgbtq+,bl,gl,lgbtq+,"	"https://tapas.io/series/crossover"
Forest Family 	YESSSSS	162/539	30.0556586270872	"fantasy,fantasy,horror,lgbtq+,fantasy,horror,lgbtq+,"	"https://tapas.io/series/Forest-Family"
Glass Complex 	YESSSSS	163/540	30.185185185185187	"#romance,#drama,#university,#bl,#melodrama,#smut,#power_bottom,#romance,#drama,#university,#bl,#melodrama,#smut,#power_bottom,bl,bl,romance,drama,bl,romance,drama,"	"https://tapas.io/series/Glass-Complex"
HO DAM I, the last taoïst 	No	163/541	30.129390018484287	"#comics,#adventure,#action,#fantasy,#martial_art,#comics,#adventure,#action,#fantasy,#martial_art,fantasy,fantasy,action,mystery,fantasy,action,mystery,"	"https://tapas.io/series/HO-DAM-I-the-last-taost"
My Romance With The Immortal Teacher  	No	163/542	30.073800738007378	"romance,romance,drama,comedy,romance,drama,comedy,"	"https://tapas.io/series/My-Romance-With-The-Immortal-Teacher-"
My D.N.A. Girlfriend (Remake) 	No	163/543	30.018416206261513	"romance,romance,drama,mystery,romance,drama,mystery,"	"https://tapas.io/series/My-DNA-Girlfriend-Remake"
Fantasy Gamer 	No	163/544	29.963235294117645	"fantasy,fantasy,romance,action,fantasy,romance,action,"	"https://tapas.io/series/Fantasy-Gamer"
Satan, Beelzebub And Some Goth Girl 	No	163/545	29.908256880733948	"#comedy,#demons,#horror,#hell,#cartoony,#gothgirl,#comedy,#demons,#horror,#hell,#cartoony,#gothgirl,comedy,comedy,horror,slice of life,comedy,horror,slice of life,"	"https://tapas.io/series/Satan-Beelzebub-And-Some-Goth-Girl"
Cheat Master 	No	163/546	29.853479853479854	"romance,romance,comedy,fantasy,romance,comedy,fantasy,"	"https://tapas.io/series/Cheat-Master"
ROCKSTAR 	YESSSSS	164/547	29.981718464351005	"#friends,#bl,#rockstar,#lbtq,#slice_of_life,#friends,#bl,#rockstar,#lbtq,#slice_of_life,slice of life,slice of life,bl,lgbtq+,slice of life,bl,lgbtq+,"	"https://tapas.io/series/rockstar"
Alpha's Fake Wife 	No	164/548	29.927007299270077	"#reverse_harem,#fake_relationship,#werewolf_romance,#reverse_harem,#fake_relationship,#werewolf_romance,romance,romance,drama,fantasy,romance,drama,fantasy,"	"https://tapas.io/series/Alphas-Fake-Wife"
Mar's Nameless Ghost Crappy Stuff 	YESSSSS	165/549	30.05464480874317	"#piss,#spinoff,#qna,#characterqna,#piss,#spinoff,#qna,#characterqna,comedy,comedy,lgbtq+,comedy,lgbtq+,"	"https://tapas.io/series/Mars-Nameless-Ghost-Crappy-Stuff"
Forest of Memories 	No	165/550	30.0	"fantasy,fantasy,fantasy,"	"https://tapas.io/series/Forest-of-Memories"
New friendos and such. 	No	165/551	29.945553539019965	"comedy,comedy,gaming,slice of life,comedy,gaming,slice of life,"	"https://tapas.io/series/New-friendos-and-such"
The Withering  	No	165/552	29.891304347826086	"#fantasy,#death,#sick,#female_lead,#mythical_creatures,#fantasy,#death,#sick,#female_lead,#mythical_creatures,fantasy,fantasy,romance,mystery,fantasy,romance,mystery,"	"https://tapas.io/series/The-Withering-"
puniçao( all wrong will be punished) 	No	165/553	29.8372513562387	"horror,horror,horror,"	"https://tapas.io/series/puniao-all-wrong-will-be-punished"
LoveMe HateMe KissMe KillMe 	YESSSSS	166/554	29.96389891696751	"#yaoi,#bl,#boys_love,#lhkk,#babyliska,#loveme_hateme_kissme_killme,#yaoi,#bl,#boys_love,#lhkk,#babyliska,#loveme_hateme_kissme_killme,bl,bl,romance,drama,bl,romance,drama,"	"https://tapas.io/series/LHKK"
SYTAL: the millenial witch 	YESSSSS	167/555	30.090090090090087	"#lesbian,#magic,#fantasy,#cat,#witch,#cozy,#millenial,#nonbinary,#goblincore,#cottagecore,#lesbian,#magic,#fantasy,#cat,#witch,#cozy,#millenial,#nonbinary,#goblincore,#cottagecore,fantasy,fantasy,lgbtq+,slice of life,fantasy,lgbtq+,slice of life,"	"https://tapas.io/series/SYTAL-the-millenial-witch"
Qin Terra (Page View Version) 	YESSSSS	168/556	30.215827338129497	"#story,#friendship,#comedy,#mystery,#family,#alien,#lgbt,#graphic_novel,#social_issues,#long_form,#story,#friendship,#comedy,#mystery,#family,#alien,#lgbt,#graphic_novel,#social_issues,#long_form,fantasy,fantasy,action,drama,fantasy,action,drama,"	"https://tapas.io/series/Qin-Terra-Page"
Cuando El Infierno Se Congele 	No	168/557	30.16157989228007	"comedy,comedy,romance,action,comedy,romance,action,"	"https://tapas.io/series/Cuando-El-Infierno-Se-Congele"
RED PARAMOUR 	YESSSSS	169/558	30.286738351254485	"horror,horror,romance,lgbtq+,horror,romance,lgbtq+,"	"https://tapas.io/series/RED-PARAMOUR"
POKEMANO (uma história pokémon) 	No	169/559	30.23255813953488	"#manga,#comic,#pokemon,#comedia,#parodia,#kanto,#pocket_monster,#fan_manga,#pokemano,#luzi_luz,#manga,#comic,#pokemon,#comedia,#parodia,#kanto,#pocket_monster,#fan_manga,#pokemano,#luzi_luz,fantasy,fantasy,action,comedy,fantasy,action,comedy,"	"https://tapas.io/series/POKEMANO-uma-historia-pokemon"
Natsukashii 	No	169/560	30.178571428571427	"#shoujo,#shoujo,romance,romance,slice of life,romance,slice of life,"	"https://tapas.io/series/Natsukashii"
Darkness 	YESSSSS	170/561	30.303030303030305	"#bl,#comicbl,#bl,#comicbl,bl,bl,drama,bl,drama,"	"https://tapas.io/series/_Darkness_"
Kal &amp; Susie 	No	170/562	30.2491103202847	"#comics,#funny,#birds,#comic_strip,#couple,#new_york,#japanese,#animal,#marriage,#4_panel_comic,#comics,#funny,#birds,#comic_strip,#couple,#new_york,#japanese,#animal,#marriage,#4_panel_comic,comedy,comedy,slice of life,comedy,slice of life,"	"https://tapas.io/series/KalandSusie"
Parrish Perishment Desire 	No	170/563	30.19538188277087	"#comic,#funny,#alternative,#oc,#short_comics,#comic,#funny,#alternative,#oc,#short_comics,comedy,comedy,horror,science fiction,comedy,horror,science fiction,"	"https://tapas.io/series/Parrish-Perishment-Desire"
Worms in the Forest 	No	170/564	30.141843971631204	"#monster,#comic,#horror,#gore,#monster,#comic,#horror,#gore,horror,horror,horror,"	"https://tapas.io/series/Worms-in-the-Forest"
Songs from the Street 	No	170/565	30.08849557522124	"#comic,#scifi,#noir,#postapocalyptic,#afrofuturism,#comic,#scifi,#noir,#postapocalyptic,#afrofuturism,science fiction,science fiction,horror,action,science fiction,horror,action,"	"https://tapas.io/series/Songs-from-the-Street"
UndertheStars (PT-BR) 	No	170/566	30.03533568904594	"#fantasy,#space,#comedy,#aliens,#science_fiction,#portugues,#underthestars,#fantasy,#space,#comedy,#aliens,#science_fiction,#portugues,#underthestars,science fiction,science fiction,science fiction,"	"https://tapas.io/series/UndertheStars-PT-BR"
Great Escape 	YESSSSS	171/567	30.158730158730158	"#vampire,#romance,#drama,#spy,#bl,#revenge,#hitman,#vampire,#romance,#drama,#spy,#bl,#revenge,#hitman,bl,bl,romance,drama,bl,romance,drama,"	"https://tapas.io/series/Great-Escape"
A Terrible Idea 	No	171/568	30.1056338028169	"#lovecraft,#1920,#lovecraft,#1920,mystery,mystery,horror,comedy,mystery,horror,comedy,"	"https://tapas.io/series/A-Terrible-Idea"
Dear Kimberly 	No	171/569	30.052724077328648	"#fiction,#tapas,#kimberly,#reomace,#fiction,#tapas,#kimberly,#reomace,romance,romance,action,slice of life,romance,action,slice of life,"	"https://tapas.io/series/Dear-Kimberly"
There’s Someone For Everyone 	YESSSSS	172/570	30.175438596491226	"#vampire,#fantasy,#university,#angel,#demon,#bl,#witch,#gl,#genderfluid,#multiple_couples,#vampire,#fantasy,#university,#angel,#demon,#bl,#witch,#gl,#genderfluid,#multiple_couples,romance,romance,bl,gl,romance,bl,gl,"	"https://tapas.io/series/Theres-Someone-For-Everyone"
Fated 	No	172/571	30.122591943957964	"#fantasy,#romance,#university,#college,#roommate,#interracial,#fantasy,#romance,#university,#college,#roommate,#interracial,romance,romance,slice of life,romance,slice of life,"	"https://tapas.io/series/ForeverMine"
Soulmates 	No	172/572	30.069930069930066	"drama,drama,romance,fantasy,drama,romance,fantasy,"	"https://tapas.io/series/Soulmats"
Ela É Diferente  	No	172/573	30.017452006980804	"slice of life,slice of life,action,slice of life,action,"	"https://tapas.io/series/Ela--Diferente-"
To My Own Hell 	No	172/574	29.965156794425084	"horror,horror,drama,horror,drama,"	"https://tapas.io/series/To-My-Own-Hell"
Mr. Pretty CEO 	YESSSSS	173/575	30.08695652173913	"comedy,comedy,romance,gl,comedy,romance,gl,"	"https://tapas.io/series/Mr-Pretty-CEO"
Gawi and the Kingdom of flowers 	YESSSSS	174/576	30.208333333333332	"#yuri,#fantasy,#romance,#drama,#mystery,#fight,#lgbtq,#gl,#girlslove,#slice_of_life,#yuri,#fantasy,#romance,#drama,#mystery,#fight,#lgbtq,#gl,#girlslove,#slice_of_life,fantasy,fantasy,romance,gl,fantasy,romance,gl,"	"https://tapas.io/series/Gawi-and-the-Kingdom-of-flowers"
Tulips and Lilies 	No	174/577	30.155979202772965	"#romance,#drama,#office,#interracial,#slow_burn,#black_lead,#black_girl,#romance,#drama,#office,#interracial,#slow_burn,#black_lead,#black_girl,romance,romance,drama,romance,drama,"	"https://tapas.io/series/Tulips-and-Lilies"
Tuskers 	No	174/578	30.103806228373703	"#action,#drama,#gang,#toxic,#found_family,#action,#drama,#gang,#toxic,#found_family,slice of life,slice of life,action,drama,slice of life,action,drama,"	"https://tapas.io/series/Tuskers"
Dead Man Casino 	No	174/579	30.05181347150259	"mystery,mystery,action,fantasy,mystery,action,fantasy,"	"https://tapas.io/series/Dead-Man-Casino"
Smile for me 	YESSSSS	175/580	30.17241379310345	"bl,bl,slice of life,comedy,bl,slice of life,comedy,"	"https://tapas.io/series/Smile-for-me-"
