title	queer?	yes/all	%	tags	url
 Ready Spaghetti 	YESSSSS	3/11	27.27272727272727	"#gay,#romance,#drama,#aliens,#scifi,#bl,#bisexual,#boys_love,#lgbtq,#polyamory,#polyamorous,#demisexual,#love_triangle,#gay,#romance,#drama,#aliens,#scifi,#bl,#bisexual,#boys_love,#lgbtq,#polyamory,#polyamorous,#demisexual,#love_triangle,bl,bl,romance,drama,bl,romance,drama,"	"https://tapas.io/series/Ready-Spaghetti/info"
 Woman's Best Friend 	No	3/12	25.0	"romance,romance,drama,slice of life,romance,drama,slice of life,"	"https://tapas.io/series/womansbestfriend/info"
 El comienzo después del fin 	No	3/13	23.076923076923077	"fantasy,
                        , en ,
                    ,fantasy,action,comedy,fantasy,action,comedy,"	"https://tapas.io/series/el-comienzo-despues-del-fin/info"
 Saving My Sweetheart 	No	3/14	21.428571428571427	"romance,romance,fantasy,romance,fantasy,"	"https://tapas.io/series/saving-my-sweetheart/info"
 Cleaning Up 	YESSSSS	4/15	26.666666666666668	"#gay,#romance,#drama,#bl,#lgbtqia,#cleaning_up,#gay,#romance,#drama,#bl,#lgbtqia,#cleaning_up,bl,bl,bl,"	"https://tapas.io/series/Cleaning-Up/info"
 UM 	YESSSSS	5/16	31.25	"lgbtq+,lgbtq+,fantasy,science fiction,lgbtq+,fantasy,science fiction,"	"https://tapas.io/series/umcomic/info"
 Flowerpot 	No	5/17	29.411764705882355	"slice of life,slice of life,slice of life,"	"https://tapas.io/series/Flowerpot/info"
 A Day of the Prince 	No	5/18	27.77777777777778	"romance,romance,romance,"	"https://tapas.io/series/adayoftheprince/info"
 Venus Trap 	No	5/19	26.31578947368421	"drama,drama,action,drama,action,"	"https://tapas.io/series/venus-trap/info"
 Memoria 	No	5/20	25.0	"romance,romance,drama,romance,drama,"	"https://tapas.io/series/memoriaa/info"
 One More Time 	YESSSSS	6/21	28.57142857142857	"#yaoi,#fantasy,#comedy,#horror,#bl,#harem,#yaoi,#fantasy,#comedy,#horror,#bl,#harem,drama,drama,drama,"	"https://tapas.io/series/one_more_time/info"
 RandoWis 	No	6/22	27.27272727272727	"#comics,#funny,#friendship,#comedy,#parody,#random,#weird,#stuff,#pokemon,#wisdom,#series,#randowis,#comics,#funny,#friendship,#comedy,#parody,#random,#weird,#stuff,#pokemon,#wisdom,#series,#randowis,comedy,comedy,comedy,"	"https://tapas.io/series/RandoWis/info"
 The Witch's Throne 	No	6/23	26.08695652173913	"action,
                        , es ,
                    ,action,gaming,fantasy,action,gaming,fantasy,"	"https://tapas.io/series/thewitchsthrone/info"
 Jawbone 	YESSSSS	7/24	29.166666666666668	"#bl,#mermen,#jawbone,#bl,#mermen,#jawbone,bl,bl,horror,fantasy,bl,horror,fantasy,"	"https://tapas.io/series/Jawbone/info"
 If Tomorrow Was Yesterday 	YESSSSS	8/25	32.0	"#yaoi,#romance,#drama,#bl,#insomnia,#naoru_hiroshi,#paperjeans_and_oriya,#yaoi,#romance,#drama,#bl,#insomnia,#naoru_hiroshi,#paperjeans_and_oriya,bl,bl,romance,drama,bl,romance,drama,"	"https://tapas.io/series/If-Tomorrow-Was-Yesterd/info"
 Shaman 	No	8/26	30.76923076923077	"mystery,mystery,mystery,"	"https://tapas.io/series/_shaman/info"
 The Beehive 	No	8/27	29.629629629629626	"#lol,#comic,#funny,#humor,#bee,#lollibeepop,#the_beehive,#slice_of_life,#lol,#comic,#funny,#humor,#bee,#lollibeepop,#the_beehive,#slice_of_life,slice of life,slice of life,slice of life,"	"https://tapas.io/series/The-Beehive/info"
 Blue Moon 	No	8/28	28.57142857142857	"slice of life,slice of life,slice of life,"	"https://tapas.io/series/BlueMoon/info"
 Marine Boy 	YESSSSS	9/29	31.03448275862069	"#boys,#bl,#mermaid,#merman,#weekly,#boys,#bl,#mermaid,#merman,#weekly,bl,bl,romance,drama,bl,romance,drama,"	"https://tapas.io/series/Marine-Boy/info"
 Choices 	YESSSSS	10/30	33.33333333333333	"#bl,#lgbt,#teenagers,#mentions_of_suicide,#slice_of_life,#boy_love,#bl,#lgbt,#teenagers,#mentions_of_suicide,#slice_of_life,#boy_love,bl,bl,bl,"	"https://tapas.io/series/choices/info"
